Id,WnvPresent
928,0.003963933236574746
929,0.01492222222222222
930,0.0095
931,0.0112
932,0.0095
933,0.0095
934,0.0095
935,0.0095
936,0.0112
937,0.0134628078817734
938,0.007845888689854206
939,0.011284633278598796
940,0.007845888689854206
941,0.007845888689854206
942,0.007845888689854206
943,0.007845888689854206
944,0.009729077723043239
945,0.010233333333333332
946,0.007366666666666666
947,0.007788095238095238
948,0.007366666666666666
949,0.007366666666666666
950,0.007366666666666666
951,0.007366666666666666
952,0.007121428571428571
953,0.01525
954,0.013
955,0.00725
956,0.013
957,0.013
958,0.013
959,0.013
960,0.00725
961,0.0062
962,0.004
963,0.0022
964,0.004
965,0.004
966,0.004
967,0.004
968,0.0022
969,0.012851190476190474
970,0.009767857142857142
971,0.007483981255782429
972,0.009625
973,0.0095
974,0.0095
975,0.0095
976,0.007483981255782429
977,0.0086
978,0.004
979,0.003142857142857143
980,0.004
981,0.004
982,0.004
983,0.004
984,0.003142857142857143
985,0.0031
986,0.002
987,0.002142857142857143
988,0.002
989,0.002
990,0.002
991,0.002
992,0.002142857142857143
993,0.0018095238095238093
994,0.002642857142857143
995,0.001963933236574746
996,0.002
997,0.002
998,0.002
999,0.002
1000,0.001963933236574746
1001,0.0145
1002,0.013
1003,0.019
1004,0.013
1005,0.012
1006,0.012
1007,0.012
1008,0.018
1009,0.007
1010,0.0045
1011,0.0135
1012,0.0045
1013,0.0045
1014,0.0045
1015,0.0045
1016,0.0125
1017,0.008
1018,0.0055
1019,0.0135
1020,0.0055
1021,0.0055
1022,0.0055
1023,0.0055
1024,0.0125
1025,0.004
1026,0.003
1027,0.004
1028,0.003
1029,0.003
1030,0.003
1031,0.003
1032,0.004
1033,0.022166666666666664
1034,0.0175
1035,0.020666666666666663
1036,0.0175
1037,0.0175
1038,0.0175
1039,0.0175
1040,0.020666666666666663
1041,0.01115
1042,0.014566666666666669
1043,0.0105
1044,0.014566666666666669
1045,0.013566666666666668
1046,0.013566666666666668
1047,0.013566666666666668
1048,0.0095
1049,0.00725
1050,0.009
1051,0.002
1052,0.009
1053,0.009
1054,0.009
1055,0.009
1056,0.002
1057,0.004
1058,0.004
1059,0.01
1060,0.004
1061,0.004
1062,0.004
1063,0.004
1064,0.009
1065,0.006583333333333334
1066,0.002
1067,0.008
1068,0.002
1069,0.002
1070,0.002
1071,0.002
1072,0.008
1073,0.006869047619047618
1074,0.0055
1075,0.00280952380952381
1076,0.0055
1077,0.0055
1078,0.0055
1079,0.0055
1080,0.00280952380952381
1081,0.013
1082,0.009
1083,0.013
1084,0.009
1085,0.009
1086,0.009
1087,0.009
1088,0.013
1089,0.009964285714285715
1090,0.007047619047619047
1091,0.006714285714285714
1092,0.007047619047619047
1093,0.007047619047619047
1094,0.007047619047619047
1095,0.007047619047619047
1096,0.006714285714285714
1097,0.01
1098,0.01
1099,0.007
1100,0.01
1101,0.008
1102,0.008
1103,0.008
1104,0.006
1105,0.005583333333333333
1106,0.009666666666666665
1107,0.007666666666666666
1108,0.009666666666666665
1109,0.009666666666666665
1110,0.009666666666666665
1111,0.009666666666666665
1112,0.007666666666666666
1113,0.004
1114,0.003
1115,0.005
1116,0.003
1117,0.003
1118,0.003
1119,0.003
1120,0.005
1121,0.0245988455988456
1122,0.011242857142857141
1123,0.016743290043290046
1124,0.011242857142857141
1125,0.011242857142857141
1126,0.011242857142857141
1127,0.011242857142857141
1128,0.016743290043290046
1129,0.021525
1130,0.011
1131,0.017
1132,0.011
1133,0.011
1134,0.011
1135,0.011
1136,0.017
1137,0.011333333333333334
1138,0.0085
1139,0.009
1140,0.0085
1141,0.0085
1142,0.0085
1143,0.0085
1144,0.009
1145,0.00825
1146,0.004
1147,0.009
1148,0.004
1149,0.004
1150,0.004
1151,0.004
1152,0.009
1153,0.00525
1154,0.004
1155,0.005333333333333334
1156,0.004
1157,0.004
1158,0.004
1159,0.004
1160,0.004333333333333334
1161,0.0019166666666666666
1162,0.004
1163,0.007416666666666666
1164,0.004
1165,0.004
1166,0.004
1167,0.004
1168,0.006416666666666666
1169,0.005083333333333334
1170,0.003
1171,0.004916666666666667
1172,0.003
1173,0.003
1174,0.003
1175,0.003
1176,0.004916666666666667
1177,0.0035833333333333333
1178,0.003
1179,0.0026666666666666666
1180,0.003
1181,0.003
1182,0.003
1183,0.003
1184,0.0026666666666666666
1185,0.0085
1186,0.005
1187,0.007
1188,0.005
1189,0.004
1190,0.004
1191,0.004
1192,0.007
1193,0.0135
1194,0.008
1195,0.013
1196,0.008
1197,0.008
1198,0.008
1199,0.008
1200,0.013
1201,0.006166666666666666
1202,0.003
1203,0.005
1204,0.003
1205,0.003
1206,0.003
1207,0.003
1208,0.004
1209,0.001
1210,0.001
1211,0.001
1212,0.001
1213,0.001
1214,0.001
1215,0.001
1216,0.001
1217,0.001
1218,0.001
1219,0.0
1220,0.001
1221,0.001
1222,0.001
1223,0.001
1224,0.0
1225,0.001
1226,0.002
1227,0.001
1228,0.002
1229,0.002
1230,0.002
1231,0.002
1232,0.001
1233,0.001
1234,0.002
1235,0.001
1236,0.002
1237,0.002
1238,0.002
1239,0.002
1240,0.001
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0035
1267,0.0
1268,0.0035
1269,0.0035
1270,0.0035
1271,0.0035
1272,0.0
1273,0.0
1274,0.00225
1275,0.001
1276,0.00225
1277,0.00225
1278,0.00225
1279,0.00225
1280,0.001
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.007
1298,0.006
1299,0.011
1300,0.006
1301,0.006
1302,0.006
1303,0.006
1304,0.011
1305,0.002
1306,0.002
1307,0.003
1308,0.002
1309,0.002
1310,0.002
1311,0.002
1312,0.003
1313,0.0
1314,0.001
1315,0.001
1316,0.001
1317,0.001
1318,0.001
1319,0.001
1320,0.001
1321,0.0
1322,0.0
1323,0.002
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.002
1329,0.0
1330,0.0
1331,0.003
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.003
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0003333333333333333
1346,0.0003333333333333333
1347,0.0013333333333333333
1348,0.0003333333333333333
1349,0.0003333333333333333
1350,0.0003333333333333333
1351,0.0003333333333333333
1352,0.0013333333333333333
1353,0.0013333333333333333
1354,0.002333333333333333
1355,0.004333333333333333
1356,0.002333333333333333
1357,0.002333333333333333
1358,0.002333333333333333
1359,0.002333333333333333
1360,0.004333333333333333
1361,0.00075
1362,0.001
1363,0.0
1364,0.001
1365,0.001
1366,0.001
1367,0.001
1368,0.0
1369,0.001
1370,0.002
1371,0.002
1372,0.002
1373,0.002
1374,0.002
1375,0.002
1376,0.002
1377,0.001
1378,0.0015
1379,0.0
1380,0.0015
1381,0.0015
1382,0.0015
1383,0.0015
1384,0.0
1385,0.002
1386,0.002
1387,0.0027142857142857142
1388,0.002
1389,0.002
1390,0.002
1391,0.002
1392,0.0027142857142857142
1393,0.002
1394,0.003
1395,0.002
1396,0.003
1397,0.003
1398,0.003
1399,0.003
1400,0.002
1401,0.001
1402,0.001
1403,0.001
1404,0.001
1405,0.001
1406,0.001
1407,0.001
1408,0.001
1409,0.001
1410,0.001
1411,0.0
1412,0.001
1413,0.001
1414,0.001
1415,0.001
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.001
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.001
1435,0.0
1436,0.001
1437,0.001
1438,0.001
1439,0.001
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.001
1450,0.001
1451,0.003
1452,0.001
1453,0.001
1454,0.001
1455,0.001
1456,0.003
1457,0.001
1458,0.001
1459,0.001
1460,0.001
1461,0.001
1462,0.001
1463,0.001
1464,0.001
1465,0.0
1466,0.0
1467,0.001
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.001
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.003
1482,0.003
1483,0.003
1484,0.003
1485,0.003
1486,0.003
1487,0.003
1488,0.003
1489,0.004
1490,0.002
1491,0.004
1492,0.002
1493,0.002
1494,0.002
1495,0.002
1496,0.004
1497,0.005
1498,0.002
1499,0.007
1500,0.002
1501,0.002
1502,0.002
1503,0.002
1504,0.007
1505,0.00175
1506,0.002
1507,0.004
1508,0.002
1509,0.002
1510,0.002
1511,0.002
1512,0.004
1513,0.0
1514,0.0
1515,0.001
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.001
1521,0.0
1522,0.0005
1523,0.0
1524,0.0005
1525,0.0005
1526,0.0005
1527,0.0005
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0013333333333333333
1538,0.0003333333333333333
1539,0.002333333333333333
1540,0.0003333333333333333
1541,0.0003333333333333333
1542,0.0003333333333333333
1543,0.0003333333333333333
1544,0.002333333333333333
1545,0.001
1546,0.001
1547,0.001
1548,0.001
1549,0.001
1550,0.001
1551,0.001
1552,0.001
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.001
1562,0.003
1563,0.001
1564,0.003
1565,0.003
1566,0.003
1567,0.003
1568,0.001
1569,0.005
1570,0.002
1571,0.004
1572,0.002
1573,0.002
1574,0.002
1575,0.002
1576,0.004
1577,0.002
1578,0.003
1579,0.005
1580,0.003
1581,0.003
1582,0.003
1583,0.003
1584,0.005
1585,0.0
1586,0.001
1587,0.0
1588,0.001
1589,0.001
1590,0.001
1591,0.001
1592,0.0
1593,0.0
1594,0.001
1595,0.001
1596,0.001
1597,0.001
1598,0.001
1599,0.001
1600,0.001
1601,0.0
1602,0.001
1603,0.001
1604,0.001
1605,0.001
1606,0.001
1607,0.001
1608,0.001
1609,0.001
1610,0.001
1611,0.001
1612,0.001
1613,0.001
1614,0.001
1615,0.001
1616,0.001
1617,0.001
1618,0.001
1619,0.0
1620,0.001
1621,0.001
1622,0.001
1623,0.001
1624,0.0
1625,0.0
1626,0.001
1627,0.0
1628,0.001
1629,0.001
1630,0.001
1631,0.001
1632,0.0
1633,0.002
1634,0.002
1635,0.001
1636,0.002
1637,0.002
1638,0.002
1639,0.002
1640,0.001
1641,0.001
1642,0.001
1643,0.002
1644,0.001
1645,0.001
1646,0.001
1647,0.001
1648,0.002
1649,0.001
1650,0.001
1651,0.001
1652,0.001
1653,0.001
1654,0.001
1655,0.001
1656,0.001
1657,0.001
1658,0.001
1659,0.001
1660,0.001
1661,0.001
1662,0.001
1663,0.001
1664,0.001
1665,0.0013333333333333333
1666,0.0013333333333333333
1667,0.002333333333333333
1668,0.0013333333333333333
1669,0.0013333333333333333
1670,0.0013333333333333333
1671,0.0013333333333333333
1672,0.002333333333333333
1673,0.004
1674,0.002
1675,0.004
1676,0.002
1677,0.002
1678,0.002
1679,0.002
1680,0.004
1681,0.005
1682,0.002
1683,0.001
1684,0.002
1685,0.002
1686,0.002
1687,0.002
1688,0.001
1689,0.0014583333333333332
1690,0.0024583333333333336
1691,0.0024583333333333336
1692,0.0024583333333333336
1693,0.0024583333333333336
1694,0.0024583333333333336
1695,0.0024583333333333336
1696,0.0024583333333333336
1697,0.003
1698,0.002
1699,0.004
1700,0.002
1701,0.002
1702,0.002
1703,0.002
1704,0.004
1705,0.006
1706,0.001
1707,0.002
1708,0.001
1709,0.001
1710,0.001
1711,0.001
1712,0.002
1713,0.001
1714,0.0
1715,0.002
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.002
1721,0.001
1722,0.0
1723,0.001
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.001
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0034583333333333337
1738,0.0034583333333333337
1739,0.0034583333333333337
1740,0.0034583333333333337
1741,0.0034583333333333337
1742,0.0034583333333333337
1743,0.0034583333333333337
1744,0.0034583333333333337
1745,0.001
1746,0.002
1747,0.002
1748,0.002
1749,0.002
1750,0.002
1751,0.002
1752,0.002
1753,0.002
1754,0.002
1755,0.001
1756,0.002
1757,0.002
1758,0.002
1759,0.002
1760,0.001
1761,0.001
1762,0.001
1763,0.001
1764,0.001
1765,0.001
1766,0.001
1767,0.001
1768,0.001
1769,0.002458333333333333
1770,0.0024583333333333336
1771,0.004458333333333334
1772,0.0024583333333333336
1773,0.0024583333333333336
1774,0.0024583333333333336
1775,0.0024583333333333336
1776,0.004458333333333334
1777,0.001
1778,0.001
1779,0.001
1780,0.001
1781,0.001
1782,0.001
1783,0.001
1784,0.001
1785,0.0
1786,0.001
1787,0.001
1788,0.001
1789,0.001
1790,0.001
1791,0.001
1792,0.001
1793,0.001
1794,0.001
1795,0.001
1796,0.001
1797,0.001
1798,0.001
1799,0.001
1800,0.001
1801,0.001
1802,0.001
1803,0.003
1804,0.001
1805,0.001
1806,0.001
1807,0.001
1808,0.003
1809,0.0
1810,0.0
1811,0.003
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.003
1817,0.0
1818,0.001
1819,0.002
1820,0.001
1821,0.001
1822,0.001
1823,0.001
1824,0.002
1825,0.0
1826,0.001
1827,0.001
1828,0.001
1829,0.001
1830,0.001
1831,0.001
1832,0.001
1833,0.002
1834,0.002
1835,0.003
1836,0.002
1837,0.002
1838,0.002
1839,0.002
1840,0.003
1841,0.003
1842,0.003
1843,0.002
1844,0.003
1845,0.003
1846,0.003
1847,0.003
1848,0.002
1849,0.0
1850,0.0
1851,0.001
